Month,Time,Day,Incident,Min Delay
7,3,Wednesday,Held By,0
12,8,Sunday,General Delay,0
7,7,Wednesday,Mechanical,0
10,0,Wednesday,Investigation,0
9,7,Monday,Mechanical,0
11,6,Saturday,Mechanical,0
5,9,Friday,Investigation,1
5,7,Tuesday,Held By,0
2,8,Thursday,General Delay,0
2,4,Thursday,General Delay,0
2,3,Thursday,Mechanical,0
1,8,Thursday,Mechanical,0
4,5,Saturday,Mechanical,0
10,6,Sunday,Investigation,0
1,7,Tuesday,General Delay,0
11,4,Thursday,Investigation,0
2,9,Friday,Mechanical,0
4,8,Monday,General Delay,0
11,7,Wednesday,General Delay,0
1,8,Wednesday,Mechanical,0
7,8,Thursday,Investigation,0
3,8,Wednesday,Investigation,0
6,6,Wednesday,Mechanical,0
2,2,Tuesday,Investigation,0
4,8,Friday,Held By,0
1,2,Monday,Mechanical,0
12,5,Saturday,Emergency Services,0
7,1,Wednesday,Mechanical,0
5,7,Wednesday,Investigation,0
5,9,Sunday,Investigation,0
6,5,Sunday,Mechanical,0
10,7,Wednesday,Emergency Services,0
9,8,Monday,Investigation,0
2,11,Sunday,Investigation,0
2,3,Tuesday,Mechanical,0
3,0,Saturday,Emergency Services,0
10,9,Monday,Mechanical,0
1,9,Wednesday,Investigation,0
8,7,Wednesday,Mechanical,0
8,4,Wednesday,Held By,0
8,3,Thursday,Mechanical,0
12,10,Monday,Mechanical,0
10,7,Friday,Mechanical,0
12,3,Tuesday,Held By,0
8,6,Monday,Mechanical,0
6,4,Wednesday,Investigation,0
10,10,Wednesday,Mechanical,0
1,9,Thursday,Diversion,0
8,3,Friday,Late Leaving Garage,0
3,3,Thursday,Investigation,0
12,6,Friday,Mechanical,0
3,2,Friday,Mechanical,0
8,5,Monday,Mechanical,0
4,10,Tuesday,Emergency Services,0
3,7,Wednesday,Mechanical,0
2,5,Saturday,Late Leaving Garage,0
3,9,Sunday,General Delay,0
2,2,Friday,Mechanical,0
4,8,Friday,General Delay,0
9,6,Tuesday,Mechanical,0
7,3,Wednesday,General Delay,0
11,0,Tuesday,Emergency Services,0
4,6,Saturday,Mechanical,0
3,8,Saturday,General Delay,0
10,4,Saturday,Late Leaving Garage,0
12,4,Monday,Mechanical,0
11,5,Monday,Held By,0
11,10,Monday,Mechanical,0
4,2,Monday,Held By,0
5,5,Friday,Mechanical,0
10,10,Thursday,Held By,0
12,2,Monday,Mechanical,0
1,3,Thursday,Mechanical,0
10,0,Wednesday,Held By,1
12,5,Thursday,Mechanical,0
3,4,Saturday,Investigation,0
1,10,Friday,Investigation,1
6,6,Saturday,General Delay,0
6,5,Wednesday,Mechanical,0
1,5,Monday,Mechanical,0
5,7,Tuesday,Held By,0
6,0,Friday,Mechanical,0
9,3,Thursday,Utilized Off Route,0
10,8,Thursday,General Delay,0
6,0,Sunday,General Delay,0
10,2,Thursday,Mechanical,0
11,1,Friday,Investigation,0
4,9,Wednesday,Investigation,1
9,11,Wednesday,Emergency Services,0
9,10,Thursday,Mechanical,0
9,8,Friday,Mechanical,0
2,7,Thursday,Mechanical,0
8,11,Friday,Mechanical,0
9,2,Tuesday,Held By,0
7,5,Thursday,Held By,0
5,7,Monday,Mechanical,0
2,7,Tuesday,Emergency Services,0
5,7,Friday,Mechanical,0
10,9,Sunday,Mechanical,0
5,8,Sunday,Mechanical,0
5,3,Sunday,Late Leaving Garage,0
10,8,Tuesday,General Delay,0
12,6,Friday,Mechanical,0
1,3,Tuesday,Held By,0
6,4,Tuesday,Emergency Services,0
12,8,Wednesday,Overhead - Pantograph,1
9,4,Wednesday,Mechanical,0
10,4,Thursday,General Delay,1
7,2,Saturday,Mechanical,0
4,9,Saturday,Mechanical,0
5,9,Tuesday,Mechanical,0
12,8,Sunday,Mechanical,0
8,2,Tuesday,Mechanical,0
4,6,Wednesday,Emergency Services,0
11,4,Sunday,Mechanical,0
4,4,Saturday,Mechanical,0
2,2,Friday,Late Leaving Garage,0
7,8,Thursday,Mechanical,0
5,7,Monday,Mechanical,0
3,5,Thursday,Emergency Services,0
3,7,Saturday,Held By,0
2,9,Sunday,Mechanical,0
1,2,Monday,Mechanical,0
12,9,Wednesday,Mechanical,0
4,4,Tuesday,Investigation,0
8,7,Saturday,Investigation,0
2,7,Friday,General Delay,0
5,7,Saturday,Held By,0
6,0,Monday,Mechanical,0
3,7,Thursday,Investigation,0
1,9,Sunday,Mechanical,0
7,5,Sunday,Held By,0
12,10,Sunday,Mechanical,0
2,6,Monday,Utilized Off Route,0
10,6,Saturday,Overhead - Pantograph,0
4,5,Monday,Investigation,0
2,5,Friday,Investigation,0
1,0,Friday,Held By,1
1,10,Tuesday,Investigation,1
1,4,Thursday,Mechanical,0
12,7,Tuesday,Held By,0
9,7,Sunday,Held By,0
7,8,Thursday,Mechanical,0
6,3,Wednesday,Mechanical,0
1,7,Wednesday,Held By,0
12,7,Friday,General Delay,0
1,6,Wednesday,Mechanical,0
6,4,Friday,Mechanical,0
9,8,Sunday,Mechanical,0
6,2,Monday,Mechanical,0
12,9,Friday,Mechanical,0
6,3,Tuesday,Mechanical,0
1,3,Sunday,General Delay,0
7,4,Monday,Emergency Services,0
1,9,Saturday,Held By,0
1,3,Friday,Mechanical,0
3,8,Monday,Emergency Services,0
3,10,Sunday,General Delay,0
3,0,Friday,Emergency Services,0
1,2,Thursday,Mechanical,0
1,9,Tuesday,Emergency Services,0
2,3,Wednesday,Mechanical,0
8,2,Friday,Mechanical,0
1,3,Friday,Mechanical,0
1,3,Monday,Mechanical,0
5,8,Sunday,Mechanical,0
1,6,Thursday,Held By,0
10,6,Wednesday,Mechanical,0
2,4,Saturday,Late Leaving Garage,0
6,3,Tuesday,Held By,0
1,5,Friday,General Delay,0
1,5,Saturday,Mechanical,0
11,10,Thursday,Emergency Services,0
4,2,Wednesday,Held By,0
2,0,Saturday,Held By,0
6,10,Wednesday,Held By,0
1,3,Friday,Mechanical,0
9,6,Wednesday,Mechanical,0
2,2,Monday,Held By,0
8,0,Monday,Investigation,0
8,10,Friday,Investigation,0
10,9,Saturday,Mechanical,0
4,8,Tuesday,Investigation,0
3,6,Friday,General Delay,0
11,6,Friday,Investigation,0
10,7,Saturday,Mechanical,0
1,3,Sunday,Late Leaving Garage,0
5,6,Sunday,Held By,0
5,3,Sunday,General Delay,1
5,2,Wednesday,Utilized Off Route,0
2,2,Tuesday,Mechanical,0
1,4,Saturday,Mechanical,0
8,2,Friday,General Delay,0
10,8,Monday,Investigation,0
7,1,Thursday,Held By,0
6,8,Monday,Investigation,0
7,4,Monday,Held By,0
3,6,Tuesday,General Delay,0
3,0,Monday,Investigation,0
2,2,Thursday,Mechanical,0
3,11,Monday,Utilized Off Route,0
3,7,Friday,Mechanical,0
4,6,Saturday,Mechanical,0
9,3,Monday,Investigation,0
7,11,Sunday,Emergency Services,0
11,7,Tuesday,Mechanical,0
4,0,Wednesday,Mechanical,0
8,11,Thursday,Held By,0
8,9,Wednesday,Held By,0
5,5,Wednesday,Mechanical,0
6,6,Friday,Emergency Services,0
5,6,Sunday,Mechanical,0
5,2,Saturday,Mechanical,0
3,6,Sunday,Investigation,0
6,7,Wednesday,Mechanical,0
6,7,Wednesday,Investigation,0
2,4,Wednesday,Held By,0
3,2,Sunday,Mechanical,0
8,7,Sunday,Investigation,0
4,2,Friday,Mechanical,0
1,8,Saturday,Mechanical,0
11,5,Sunday,Held By,0
6,3,Monday,Late Leaving Garage,0
11,9,Thursday,Held By,0
8,8,Thursday,Mechanical,0
1,2,Friday,Mechanical,0
9,4,Tuesday,Emergency Services,0
2,8,Sunday,Investigation,0
5,5,Thursday,Held By,0
9,7,Tuesday,Held By,0
2,1,Sunday,Held By,0
9,5,Monday,General Delay,0
7,10,Friday,Mechanical,0
12,10,Wednesday,Mechanical,0
6,4,Friday,Mechanical,0
9,0,Tuesday,Investigation,1
5,3,Friday,Mechanical,0
9,10,Sunday,Mechanical,0
1,2,Wednesday,Mechanical,0
8,7,Saturday,General Delay,0
5,3,Monday,Mechanical,0
11,10,Wednesday,Mechanical,0
9,3,Tuesday,Mechanical,0
11,6,Thursday,Investigation,0
9,5,Thursday,Investigation,0
2,7,Saturday,Emergency Services,0
6,0,Wednesday,Mechanical,0
4,10,Tuesday,Investigation,0
7,7,Sunday,Mechanical,0
2,7,Thursday,Held By,0
4,7,Tuesday,General Delay,0
3,3,Wednesday,Investigation,0
8,4,Tuesday,Diversion,0
10,11,Saturday,Mechanical,0
12,11,Friday,General Delay,0
2,9,Friday,Held By,1
4,5,Wednesday,Held By,1
1,4,Thursday,Held By,0
9,0,Tuesday,Emergency Services,0
3,7,Sunday,Held By,0
9,5,Sunday,Held By,0
10,0,Saturday,Emergency Services,0
10,10,Monday,Mechanical,0
10,4,Monday,Mechanical,0
12,7,Saturday,Mechanical,0
12,4,Thursday,General Delay,0
4,7,Tuesday,Utilized Off Route,0
12,3,Tuesday,Held By,0
8,3,Thursday,Mechanical,0
3,5,Saturday,Late Leaving Garage,0
9,10,Saturday,Mechanical,0
5,7,Friday,Mechanical,1
12,4,Sunday,Mechanical,0
10,11,Saturday,Investigation,0
1,4,Friday,Mechanical,0
4,7,Thursday,General Delay,0
8,10,Wednesday,Held By,0
1,6,Wednesday,Investigation,0
8,3,Tuesday,Investigation,0
1,7,Thursday,Mechanical,0
1,3,Monday,Utilized Off Route,0
8,7,Friday,Mechanical,0
7,3,Friday,Utilized Off Route,0
10,8,Friday,Mechanical,0
3,2,Thursday,General Delay,0
8,11,Thursday,Investigation,0
2,6,Saturday,Mechanical,0
10,4,Wednesday,Mechanical,0
12,7,Tuesday,General Delay,0
12,7,Thursday,Mechanical,0
8,2,Friday,Mechanical,0
3,11,Thursday,Mechanical,0
12,7,Monday,Investigation,0
8,5,Saturday,Mechanical,0
10,9,Thursday,Mechanical,0
2,11,Thursday,Mechanical,0
4,8,Thursday,Mechanical,0
3,4,Wednesday,Mechanical,0
1,10,Monday,Held By,0
2,3,Thursday,Held By,0
11,5,Wednesday,Emergency Services,0
1,3,Tuesday,Late Leaving Garage,0
9,3,Friday,Investigation,0
4,11,Thursday,Mechanical,0
1,5,Tuesday,Mechanical,0
11,5,Sunday,Mechanical,0
9,3,Wednesday,General Delay,0
6,7,Sunday,Held By,0
6,8,Saturday,Mechanical,0
12,3,Tuesday,Held By,0
3,8,Wednesday,Mechanical,0
7,7,Monday,Mechanical,0
1,3,Thursday,Late Leaving Garage,0
9,7,Friday,Mechanical,0
10,8,Monday,Mechanical,0
1,10,Friday,Held By,1
12,11,Wednesday,Mechanical,0
4,4,Thursday,Mechanical,0
12,8,Sunday,Mechanical,0
5,4,Saturday,Utilized Off Route,0
4,0,Monday,Mechanical,0
2,4,Thursday,Emergency Services,0
9,5,Wednesday,Mechanical,0
1,6,Monday,General Delay,0
8,0,Wednesday,Mechanical,0
2,5,Saturday,General Delay,0
2,8,Sunday,Investigation,0
5,11,Thursday,General Delay,1
8,7,Sunday,Investigation,0
2,7,Friday,Held By,0
12,11,Sunday,Late Leaving Garage,0
12,3,Thursday,Mechanical,0
6,7,Tuesday,Mechanical,0
9,1,Friday,Emergency Services,0
7,4,Tuesday,Utilized Off Route,0
11,3,Saturday,Mechanical,0
11,7,Friday,General Delay,0
6,4,Thursday,Mechanical,0
7,0,Monday,Diversion,0
8,8,Friday,General Delay,0
2,2,Sunday,Late Leaving Garage,0
8,0,Sunday,Mechanical,0
2,2,Saturday,General Delay,0
10,3,Tuesday,Held By,0
11,11,Saturday,Utilized Off Route,0
7,11,Thursday,Held By,0
10,9,Monday,Mechanical,0
5,5,Thursday,Emergency Services,0
1,4,Wednesday,Mechanical,0
10,9,Wednesday,Investigation,0
8,7,Sunday,Investigation,1
12,6,Sunday,Utilized Off Route,0
1,7,Sunday,Held By,0
9,1,Saturday,Emergency Services,0
5,8,Sunday,Mechanical,0
2,3,Wednesday,Held By,0
12,7,Monday,Mechanical,0
2,3,Tuesday,Mechanical,0
10,9,Saturday,Emergency Services,0
3,4,Sunday,Mechanical,0
1,6,Saturday,Mechanical,0
10,8,Friday,General Delay,0
2,9,Wednesday,Mechanical,0
11,6,Thursday,Mechanical,0
6,2,Sunday,Emergency Services,1
1,3,Thursday,Mechanical,0
10,9,Sunday,Investigation,1
4,5,Monday,Emergency Services,0
2,2,Wednesday,Mechanical,0
1,9,Saturday,Utilized Off Route,0
3,9,Saturday,Investigation,0
9,0,Monday,Mechanical,0
7,8,Monday,Mechanical,0
7,4,Monday,General Delay,0
9,4,Monday,Investigation,1
10,8,Wednesday,Emergency Services,0
11,10,Friday,Mechanical,0
11,6,Friday,Investigation,1
12,10,Monday,Mechanical,0
5,6,Thursday,Mechanical,0
9,4,Wednesday,General Delay,0
4,5,Monday,Utilized Off Route,0
12,7,Saturday,Investigation,0
7,2,Sunday,Mechanical,0
4,5,Saturday,Held By,0
2,10,Tuesday,Held By,0
2,9,Saturday,Mechanical,0
12,8,Tuesday,Investigation,0
11,11,Tuesday,Mechanical,0
6,10,Monday,Mechanical,0
6,10,Tuesday,Mechanical,0
6,7,Friday,Held By,0
5,9,Thursday,Investigation,0
8,9,Sunday,Investigation,0
9,9,Saturday,Held By,0
9,11,Monday,Investigation,0
7,8,Thursday,Mechanical,0
3,6,Thursday,Investigation,0
1,9,Wednesday,Mechanical,0
2,5,Tuesday,Investigation,0
8,5,Friday,Investigation,0
4,5,Sunday,Investigation,0
4,6,Friday,Investigation,0
5,7,Thursday,Mechanical,0
12,1,Thursday,Held By,0
10,7,Tuesday,Investigation,0
9,0,Saturday,Mechanical,0
10,3,Thursday,Mechanical,0
12,9,Friday,Mechanical,0
3,9,Thursday,Mechanical,0
3,7,Tuesday,Mechanical,0
7,7,Saturday,Investigation,0
10,7,Wednesday,Investigation,0
11,9,Wednesday,Emergency Services,0
1,3,Monday,Mechanical,0
11,7,Monday,Investigation,0
9,8,Thursday,General Delay,0
6,7,Sunday,Mechanical,0
7,6,Friday,General Delay,0
10,3,Friday,Mechanical,0
6,6,Sunday,Mechanical,0
1,5,Monday,Mechanical,0
6,4,Friday,Mechanical,0
8,7,Tuesday,Late Leaving Garage,0
12,11,Monday,Mechanical,0
1,8,Thursday,Emergency Services,0
2,6,Monday,Mechanical,0
11,2,Saturday,Mechanical,0
6,0,Friday,Mechanical,0
2,7,Sunday,Investigation,0
1,6,Thursday,Investigation,1
1,8,Tuesday,General Delay,0
6,7,Saturday,Investigation,0
9,9,Tuesday,Mechanical,0
3,4,Monday,Held By,0
2,3,Wednesday,Mechanical,0
1,5,Friday,Utilized Off Route,0
8,6,Monday,Emergency Services,0
4,3,Tuesday,Mechanical,0
7,6,Sunday,General Delay,0
1,2,Wednesday,Mechanical,0
1,8,Friday,Mechanical,0
7,10,Monday,Investigation,0
1,3,Thursday,Held By,0
2,4,Thursday,General Delay,0
4,5,Saturday,Overhead - Pantograph,0
3,0,Saturday,Investigation,0
1,4,Tuesday,General Delay,0
9,5,Sunday,Mechanical,0
8,5,Tuesday,Mechanical,0
7,8,Monday,Mechanical,0
1,7,Tuesday,Mechanical,1
2,7,Monday,Mechanical,0
5,2,Tuesday,Mechanical,0
3,3,Friday,Mechanical,0
2,0,Saturday,Mechanical,0
12,3,Wednesday,Mechanical,0
1,3,Tuesday,Late Leaving Garage,0
7,2,Tuesday,Mechanical,0
5,0,Friday,Mechanical,0
4,3,Sunday,Mechanical,0
6,3,Monday,Diversion,0
3,7,Saturday,Mechanical,0
3,8,Monday,Investigation,0
8,6,Sunday,Held By,0
5,2,Monday,Late Leaving Garage,0
1,3,Tuesday,Late Leaving Garage,0
3,8,Tuesday,Mechanical,0
9,7,Tuesday,Mechanical,0
2,3,Friday,Late Leaving Garage,0
5,4,Saturday,Investigation,0
12,3,Tuesday,Held By,0
5,8,Sunday,Investigation,0
10,6,Saturday,Mechanical,0
10,2,Friday,Mechanical,0
2,9,Tuesday,Mechanical,0
6,0,Sunday,Mechanical,0
10,4,Saturday,Mechanical,0
8,9,Thursday,Held By,0
5,7,Friday,Held By,1
10,10,Saturday,Held By,1
10,10,Wednesday,Mechanical,0
12,5,Friday,Mechanical,0
10,3,Wednesday,Mechanical,0
7,9,Sunday,General Delay,0
7,4,Wednesday,General Delay,0
2,3,Wednesday,Held By,0
6,10,Saturday,General Delay,0
6,4,Wednesday,General Delay,0
1,2,Thursday,Mechanical,0
11,7,Tuesday,Held By,0
7,8,Friday,Mechanical,0
3,8,Tuesday,Utilized Off Route,0
1,4,Sunday,Mechanical,0
4,11,Tuesday,Mechanical,0
3,6,Thursday,General Delay,0
7,4,Thursday,Mechanical,0
1,3,Friday,Late Leaving Garage,0
8,1,Thursday,Mechanical,0
1,3,Monday,Late Leaving Garage,0
1,3,Tuesday,Investigation,0
8,2,Wednesday,Utilized Off Route,0
9,10,Wednesday,Utilized Off Route,0
2,5,Thursday,Held By,0
2,4,Saturday,Mechanical,0
7,6,Friday,Mechanical,0
7,10,Thursday,General Delay,0
1,2,Wednesday,Held By,0
2,3,Monday,Late Leaving Garage,0
5,3,Wednesday,Late Leaving Garage,0
5,4,Tuesday,General Delay,0
4,7,Wednesday,General Delay,0
12,7,Friday,Mechanical,0
4,3,Friday,Mechanical,0
5,6,Monday,General Delay,0
12,7,Monday,Utilized Off Route,0
11,4,Saturday,Mechanical,0
8,4,Saturday,Held By,0
1,3,Saturday,Mechanical,0
3,6,Sunday,Mechanical,0
4,6,Monday,Mechanical,0
1,8,Saturday,Overhead - Pantograph,0
3,11,Friday,Investigation,0
10,4,Saturday,Emergency Services,0
11,5,Thursday,Held By,0
12,7,Monday,Utilized Off Route,0
3,4,Saturday,Mechanical,0
1,3,Thursday,Late Leaving Garage,1
5,4,Saturday,Investigation,0
6,1,Wednesday,Held By,0
7,10,Wednesday,Mechanical,0
4,11,Wednesday,Held By,0
12,3,Friday,Late Leaving Garage,0
10,7,Friday,Mechanical,0
8,7,Sunday,Held By,0
2,11,Friday,Investigation,0
3,8,Tuesday,General Delay,0
8,2,Saturday,Mechanical,0
9,9,Sunday,Utilized Off Route,0
5,4,Tuesday,Mechanical,0
1,11,Monday,Held By,0
12,0,Tuesday,Investigation,0
1,5,Sunday,Investigation,0
10,11,Tuesday,Mechanical,0
12,4,Wednesday,General Delay,0
3,6,Saturday,Emergency Services,0
2,2,Thursday,Held By,0
10,4,Wednesday,Mechanical,1
12,6,Monday,Held By,0
6,7,Friday,Held By,0
3,5,Friday,Investigation,0
12,8,Wednesday,Mechanical,0
12,4,Wednesday,Mechanical,0
3,0,Tuesday,Mechanical,0
8,3,Monday,Investigation,0
10,9,Monday,Held By,0
6,2,Sunday,Mechanical,0
3,3,Saturday,Mechanical,0
2,9,Wednesday,General Delay,0
11,8,Saturday,Emergency Services,0
6,10,Monday,Investigation,0
11,7,Saturday,Mechanical,0
9,8,Saturday,Held By,0
10,4,Thursday,Held By,0
12,6,Monday,Investigation,0
4,1,Wednesday,Held By,0
5,7,Friday,General Delay,0
1,3,Friday,Investigation,0
12,8,Saturday,Investigation,0
3,2,Friday,Held By,0
9,3,Friday,Held By,1
3,7,Monday,Held By,0
6,4,Tuesday,General Delay,0
12,3,Thursday,Utilized Off Route,0
6,5,Sunday,General Delay,0
4,10,Friday,Investigation,0
12,7,Tuesday,Held By,0
7,6,Sunday,Mechanical,0
6,3,Monday,Late Leaving Garage,0
2,6,Monday,Investigation,0
2,0,Friday,Emergency Services,1
3,5,Sunday,Mechanical,0
8,4,Saturday,Diversion,0
2,7,Sunday,Mechanical,0
11,4,Friday,Mechanical,0
5,7,Tuesday,General Delay,0
6,6,Thursday,Investigation,0
1,11,Tuesday,Utilized Off Route,0
2,6,Monday,Mechanical,0
3,8,Saturday,Mechanical,0
12,4,Thursday,Mechanical,0
9,6,Sunday,Investigation,0
11,11,Monday,Emergency Services,0
3,8,Monday,Mechanical,0
10,6,Tuesday,Mechanical,0
2,2,Monday,Mechanical,0
11,4,Tuesday,General Delay,0
1,11,Thursday,Held By,0
7,11,Wednesday,Utilized Off Route,0
10,3,Wednesday,Investigation,0
2,11,Tuesday,Mechanical,0
1,4,Sunday,Late Leaving Garage,0
2,7,Wednesday,Mechanical,0
11,6,Friday,Overhead - Pantograph,0
6,9,Friday,General Delay,0
2,4,Tuesday,Investigation,0
12,3,Monday,Mechanical,0
3,10,Sunday,Mechanical,0
9,5,Sunday,Emergency Services,0
10,8,Thursday,Utilized Off Route,0
9,6,Sunday,Mechanical,0
2,0,Thursday,Held By,0
9,8,Friday,Mechanical,0
1,4,Sunday,Late Leaving Garage,0
10,3,Wednesday,Overhead - Pantograph,0
11,9,Tuesday,Investigation,0
2,4,Saturday,Mechanical,0
10,1,Sunday,Mechanical,0
6,5,Friday,Investigation,0
7,6,Monday,Mechanical,0
11,7,Tuesday,General Delay,0
2,4,Wednesday,Utilized Off Route,0
3,3,Friday,Utilized Off Route,0
7,3,Friday,General Delay,0
12,5,Saturday,Investigation,0
3,5,Thursday,Held By,0
11,6,Saturday,Emergency Services,0
1,9,Friday,Held By,0
12,0,Tuesday,Emergency Services,0
1,3,Monday,Mechanical,0
3,3,Wednesday,Late Leaving Garage,0
12,5,Sunday,Investigation,0
11,6,Tuesday,Investigation,0
10,2,Saturday,Held By,0
1,6,Thursday,Mechanical,0
2,0,Saturday,Investigation,1
1,9,Tuesday,Investigation,0
3,0,Friday,Emergency Services,0
3,7,Sunday,Mechanical,0
12,4,Tuesday,Investigation,0
6,9,Thursday,Held By,0
11,10,Monday,Investigation,0
3,2,Thursday,Mechanical,0
10,6,Sunday,Investigation,0
10,1,Saturday,Mechanical,0
2,1,Monday,General Delay,0
12,4,Monday,Held By,0
1,7,Saturday,General Delay,0
9,8,Monday,Mechanical,0
5,6,Monday,Mechanical,0
1,7,Sunday,Mechanical,0
12,5,Saturday,Emergency Services,0
9,10,Monday,Mechanical,0
3,4,Sunday,Mechanical,0
1,3,Monday,Mechanical,0
5,9,Saturday,Held By,0
1,6,Monday,Mechanical,0
2,2,Saturday,Mechanical,0
5,10,Tuesday,Mechanical,0
6,6,Sunday,Mechanical,0
4,7,Monday,Investigation,0
4,8,Saturday,Mechanical,0
12,2,Thursday,Investigation,0
5,6,Thursday,Emergency Services,0
4,8,Sunday,Mechanical,0
12,8,Wednesday,Held By,1
10,7,Tuesday,Investigation,0
9,8,Friday,Investigation,0
7,11,Wednesday,Mechanical,0
10,9,Saturday,Mechanical,0
2,3,Tuesday,Held By,0
9,11,Saturday,Investigation,0
1,6,Tuesday,Mechanical,0
7,3,Monday,General Delay,0
6,3,Monday,Mechanical,0
12,4,Thursday,Investigation,0
5,11,Monday,Held By,0
6,10,Wednesday,Mechanical,0
1,4,Tuesday,Mechanical,0
4,7,Friday,Diversion,1
5,2,Sunday,Mechanical,0
8,0,Friday,Investigation,0
11,3,Monday,Held By,0
4,6,Saturday,Mechanical,0
6,5,Wednesday,Mechanical,0
5,8,Saturday,Mechanical,0
3,11,Friday,Held By,1
6,11,Friday,Diversion,1
11,10,Monday,Utilized Off Route,0
6,8,Wednesday,Investigation,1
2,10,Monday,Investigation,0
4,7,Friday,Mechanical,0
9,9,Friday,Held By,0
6,6,Friday,Investigation,1
7,10,Saturday,Mechanical,0
11,5,Wednesday,Mechanical,0
7,3,Friday,General Delay,0
5,5,Saturday,Held By,0
1,5,Saturday,Mechanical,0
7,8,Monday,Investigation,0
6,7,Thursday,General Delay,0
9,9,Sunday,Mechanical,0
1,2,Monday,Held By,0
6,6,Tuesday,Investigation,0
2,4,Friday,Held By,0
4,6,Tuesday,Investigation,0
10,3,Sunday,Mechanical,0
3,3,Thursday,Mechanical,0
4,5,Sunday,Mechanical,0
12,4,Sunday,Emergency Services,0
6,9,Thursday,Mechanical,0
9,10,Thursday,Utilized Off Route,0
8,8,Tuesday,Mechanical,0
2,9,Thursday,Investigation,0
4,4,Thursday,Investigation,0
11,10,Saturday,General Delay,0
1,11,Monday,Utilized Off Route,0
4,10,Tuesday,Mechanical,0
1,11,Monday,Mechanical,0
3,8,Wednesday,Mechanical,0
1,10,Wednesday,Held By,0
6,2,Saturday,Held By,0
9,9,Friday,Investigation,0
3,3,Sunday,Held By,1
2,6,Sunday,Mechanical,0
1,7,Saturday,Mechanical,0
8,9,Saturday,Investigation,0
11,3,Wednesday,Mechanical,0
3,7,Friday,Investigation,0
9,6,Sunday,General Delay,1
6,6,Tuesday,Investigation,0
7,4,Wednesday,Mechanical,0
10,4,Saturday,Mechanical,0
6,9,Sunday,Held By,0
11,6,Wednesday,Mechanical,0
4,4,Wednesday,Held By,0
9,4,Thursday,Emergency Services,0
3,4,Monday,General Delay,0
3,5,Tuesday,Mechanical,0
8,8,Friday,Investigation,0
3,6,Sunday,Mechanical,0
9,8,Tuesday,General Delay,1
4,5,Tuesday,Mechanical,0
10,0,Thursday,Investigation,0
11,9,Friday,Mechanical,0
11,10,Wednesday,Mechanical,0
2,5,Saturday,Held By,0
7,3,Sunday,Mechanical,0
10,7,Monday,Held By,0
8,8,Thursday,General Delay,0
8,8,Tuesday,Mechanical,0
5,8,Thursday,Mechanical,0
7,3,Monday,Mechanical,0
9,7,Wednesday,Mechanical,0
10,4,Wednesday,Mechanical,0
9,4,Sunday,Mechanical,0
11,3,Tuesday,Held By,0
2,2,Sunday,Mechanical,0
9,7,Friday,General Delay,0
9,10,Monday,Mechanical,0
10,2,Friday,Mechanical,0
11,11,Wednesday,Investigation,1
4,6,Monday,Investigation,0
3,8,Monday,Utilized Off Route,0
1,7,Tuesday,Mechanical,0
7,11,Monday,General Delay,0
2,11,Monday,Mechanical,0
10,3,Saturday,Emergency Services,1
7,8,Wednesday,Mechanical,0
2,10,Wednesday,Held By,0
8,5,Friday,Investigation,1
7,7,Tuesday,Mechanical,0
1,6,Monday,Investigation,1
11,7,Friday,Late Leaving Garage,0
5,3,Monday,Held By,0
12,3,Friday,General Delay,0
7,9,Monday,Mechanical,0
1,4,Saturday,Mechanical,0
9,8,Friday,Mechanical,0
1,2,Monday,General Delay,0
12,7,Monday,Mechanical,0
1,1,Friday,Emergency Services,0
8,3,Thursday,Held By,0
8,2,Friday,Mechanical,0
10,3,Saturday,Mechanical,0
9,5,Saturday,Mechanical,0
9,2,Tuesday,Diversion,1
1,3,Monday,Mechanical,0
1,8,Tuesday,Mechanical,0
1,8,Friday,General Delay,0
2,1,Sunday,Mechanical,0
6,2,Monday,Mechanical,0
10,5,Monday,Emergency Services,0
8,7,Saturday,General Delay,0
4,2,Wednesday,Mechanical,0
5,0,Saturday,Mechanical,0
7,6,Friday,Mechanical,0
6,6,Friday,General Delay,0
2,7,Saturday,Mechanical,0
4,11,Sunday,Utilized Off Route,0
11,2,Monday,Held By,0
12,4,Monday,Mechanical,0
4,2,Saturday,Investigation,0
10,4,Tuesday,Mechanical,0
1,6,Sunday,General Delay,0
2,9,Saturday,Mechanical,0
2,6,Monday,Mechanical,0
12,4,Tuesday,Utilized Off Route,0
1,8,Wednesday,Mechanical,0
4,6,Tuesday,Mechanical,0
8,7,Tuesday,Mechanical,0
12,10,Friday,Investigation,0
5,3,Saturday,Mechanical,0
1,6,Saturday,Mechanical,0
1,3,Wednesday,Late Leaving Garage,0
1,9,Thursday,General Delay,0
6,9,Tuesday,Mechanical,0
6,4,Monday,Investigation,0
6,10,Monday,Mechanical,0
9,9,Sunday,Utilized Off Route,0
8,8,Friday,Investigation,0
12,4,Tuesday,Mechanical,0
11,8,Thursday,Emergency Services,0
10,11,Thursday,Mechanical,0
11,6,Tuesday,Mechanical,0
6,5,Saturday,Emergency Services,1
1,5,Saturday,Investigation,0
6,6,Monday,Held By,0
5,6,Monday,General Delay,0
2,8,Saturday,Held By,0
5,4,Wednesday,Held By,0
10,7,Wednesday,Mechanical,0
12,8,Wednesday,Held By,0
9,10,Saturday,Utilized Off Route,0
